id;total_features;num_colaboradores;versao_media;idade_em_dias;data_ultima_edicao;data_primeira_edicao;frequencia_atualizacao_anual
760;142;25;4.704.225.352.112.670;11.0;01/09/2025;08/12/2010;9.630.248.978.075.060
761;551;58;37.041.742.286.751.300;27.0;16/08/2025;31/10/2010;372.159.511.472.983
762;767;76;31.473.272.490.221.600;27.0;16/08/2025;24/08/2010;51.161.366.959.064.300
763;572;56;3.199.300.699.300.690;11.0;01/09/2025;25/08/2010;3.805.687.203.791.460
764;372;39;3.911.290.322.580.640;11.0;01/09/2025;21/01/2010;23.812.697.299.193.200
765;560;34;22.785.714.285.714.200;11.0;01/09/2025;21/08/2010;3.723.132.969.034.600
766;718;30;20.083.565.459.610.000;11.0;01/09/2025;14/03/2014;625.614.705.180.234
767;577;31;2.081.455.805.892.540;11.0;01/09/2025;14/03/2014;50.275.722.129.386.400
768;295;30;37.322.033.898.305.000;11.0;01/09/2025;13/03/2011;20.369.844.873.250.000
769;300;34;35.766.666.666.666.600;117.0;18/05/2025;14/03/2014;26.811.949.069.539.600
770;249;34;4.156.626.506.024.090;11.0;01/09/2025;14/03/2014;21.696.108.856.529.000
771;88;21;6.454.545.454.545.450;11.0;01/09/2025;30/04/2016;9.416.593.374.377.010
772;544;51;4.170.955.882.352.940;27.0;16/08/2025;12/12/2012;4.287.626.862.448.710
773;1297;101;4.688.511.950.655.350;11.0;01/09/2025;26/06/2010;8.535.971.871.619.180
774;278;48;426.978.417.266.187;11.0;01/09/2025;26/06/2010;1.829.606.923.909.120
775;385;25;2.168.831.168.831.160;11.0;01/09/2025;14/03/2014;3.354.619.240.868.940
776;408;26;21.936.274.509.803.900;11.0;01/09/2025;14/03/2014;3.555.025.065.648.120
777;404;29;21.806.930.693.069.300;11.0;01/09/2025;14/03/2014;35.201.718.787.300.000
778;92;18;6.021.739.130.434.780;11.0;01/09/2025;14/03/2014;8.016.232.991.167.340
779;454;28;2.762.114.537.444.930;60.0;14/07/2025;24/06/2010;30.134.569.921.803.900
780;1031;90;4.250.242.483.026.180;11.0;01/09/2025;06/09/2010;6.873.333.333.333.330
781;357;23;284.593.837.535.014;76.0;28/06/2025;17/10/2017;46.338.904.694.167.800
782;274;39;38.394.160.583.941.600;11.0;01/09/2025;13/06/2010;17.990.645.799.604.200
783;981;96;4.419.979.612.640.160;11.0;01/09/2025;24/01/2010;6.281.842.105.263.150
784;236;29;2.889.830.508.474.570;93.0;11/06/2025;10/03/2015;22.989.057.912.997.000
785;222;47;4.603.603.603.603.600;11.0;01/09/2025;13/06/2010;14.576.362.655.153.800
786;454;50;4.403.083.700.440.520;11.0;01/09/2025;12/12/2012;356.595.653.109.533
787;321;43;4.140.186.915.887.850;11.0;01/09/2025;01/09/2012;2.467.670.598.146.580
